	gene	symbol	samplename	normalized_counts
61	ENSG00000072571	HMMR	Naive_CD4_Rep1	14.86097492945
62	ENSG00000101412	E2F1	Naive_CD4_Rep1	42.4599283698573
63	ENSG00000109805	NCAPG	Naive_CD4_Rep1	21.2299641849286
64	ENSG00000111640	GAPDH	Naive_CD4_Rep1	19518.8290716234
65	ENSG00000111669	TPI1	Naive_CD4_Rep1	5417.88685999379
66	ENSG00000121152	NCAPH	Naive_CD4_Rep1	20.1684659756822
67	ENSG00000131747	TOP2A	Naive_CD4_Rep1	56.2594050900609
68	ENSG00000134690	CDCA8	Naive_CD4_Rep1	28.6604516496537
69	ENSG00000138160	KIF11	Naive_CD4_Rep1	101.903828087657
70	ENSG00000138778	CENPE	Naive_CD4_Rep1	52.0134122530751
71	ENSG00000145386	CCNA2	Naive_CD4_Rep1	29.7219498589001
72	ENSG00000146670	CDCA5	Naive_CD4_Rep1	14.86097492945
73	ENSG00000146918	NCAPG2	Naive_CD4_Rep1	367.278380399265
74	ENSG00000162433	AK4	Naive_CD4_Rep1	36.0909391143787
75	ENSG00000163808	KIF15	Naive_CD4_Rep1	9.55348388321788
76	ENSG00000166803	PCLAF	Naive_CD4_Rep1	21.2299641849286
77	ENSG00000171241	SHCBP1	Naive_CD4_Rep1	48.8289176253358
78	ENSG00000171314	PGAM1	Naive_CD4_Rep1	2959.45700737905
79	ENSG00000171848	RRM2	Naive_CD4_Rep1	32.9064444866394
80	ENSG00000176890	TYMS	Naive_CD4_Rep1	30.7834480681465
81	ENSG00000072571	HMMR	Naive_CD4_Rep2	9.19195986413423
82	ENSG00000101412	E2F1	Naive_CD4_Rep2	48.2577892867047
83	ENSG00000109805	NCAPG	Naive_CD4_Rep2	21.8309046773188
84	ENSG00000111640	GAPDH	Naive_CD4_Rep2	18635.5496295491
85	ENSG00000111669	TPI1	Naive_CD4_Rep2	4897.01661761751
86	ENSG00000121152	NCAPH	Naive_CD4_Rep2	9.19195986413423
87	ENSG00000131747	TOP2A	Naive_CD4_Rep2	36.7678394565369
88	ENSG00000134690	CDCA8	Naive_CD4_Rep2	39.0658294225705
89	ENSG00000138160	KIF11	Naive_CD4_Rep2	70.0886939640235
90	ENSG00000138778	CENPE	Naive_CD4_Rep2	32.1718595244698
91	ENSG00000145386	CCNA2	Naive_CD4_Rep2	60.8967340998893
92	ENSG00000146670	CDCA5	Naive_CD4_Rep2	25.2778896263691
93	ENSG00000146918	NCAPG2	Naive_CD4_Rep2	400.999249072856
94	ENSG00000162433	AK4	Naive_CD4_Rep2	41.363819388604
95	ENSG00000163808	KIF15	Naive_CD4_Rep2	14.9369347792181
96	ENSG00000166803	PCLAF	Naive_CD4_Rep2	5.74497491508389
97	ENSG00000171241	SHCBP1	Naive_CD4_Rep2	36.7678394565369
98	ENSG00000171314	PGAM1	Naive_CD4_Rep2	3296.46660627514
99	ENSG00000171848	RRM2	Naive_CD4_Rep2	37.9168344395537
100	ENSG00000176890	TYMS	Naive_CD4_Rep2	13.7879397962013
101	ENSG00000072571	HMMR	Naive_CD4_Rep3	8.51455867427517
102	ENSG00000101412	E2F1	Naive_CD4_Rep3	35.0042967720201
103	ENSG00000109805	NCAPG	Naive_CD4_Rep3	7.56849659935571
104	ENSG00000111640	GAPDH	Naive_CD4_Rep3	18785.0085596009
105	ENSG00000111669	TPI1	Naive_CD4_Rep3	4524.06884226487
106	ENSG00000121152	NCAPH	Naive_CD4_Rep3	8.51455867427517
107	ENSG00000131747	TOP2A	Naive_CD4_Rep3	70.9546556189597
108	ENSG00000134690	CDCA8	Naive_CD4_Rep3	49.1952278958121
109	ENSG00000138160	KIF11	Naive_CD4_Rep3	70.0085935440403
110	ENSG00000138778	CENPE	Naive_CD4_Rep3	38.788545071698
111	ENSG00000145386	CCNA2	Naive_CD4_Rep3	58.6558486450067
112	ENSG00000146670	CDCA5	Naive_CD4_Rep3	21.7594277231477
113	ENSG00000146918	NCAPG2	Naive_CD4_Rep3	381.263016192544
114	ENSG00000162433	AK4	Naive_CD4_Rep3	39.7346071466174
115	ENSG00000163808	KIF15	Naive_CD4_Rep3	21.7594277231477
116	ENSG00000166803	PCLAF	Naive_CD4_Rep3	13.2448690488725
117	ENSG00000171241	SHCBP1	Naive_CD4_Rep3	32.1661105472617
118	ENSG00000171314	PGAM1	Naive_CD4_Rep3	2988.61009467058
119	ENSG00000171848	RRM2	Naive_CD4_Rep3	38.788545071698
120	ENSG00000176890	TYMS	Naive_CD4_Rep3	27.4358001726644
