	Activated_CD4_Rep1	Activated_CD4_Rep2	Activated_CD4_Rep3	Activated_CD8_Rep1	Activated_CD8_Rep2	Activated_CD8_Rep3
ENSG00000003436	394.254713972865	338.598958579836	352.677267334518	311.383604770453	246.244804857633	170.616499375521
ENSG00000003509	1201.31730492908	914.498572341663	1015.41219265799	1197.18292765783	1045.39616039932	1078.70650151627
ENSG00000003756	5058.05606573422	6144.49245888229	6178.77786487272	6655.09927959708	4540.42465462401	4252.35985602049
ENSG00000003987	0	1.87589450736751	9.58941210275125	6.76920879935768	2.74622458949033	6.52631418376309
ENSG00000003989	99.7232511813716	34.704048386299	164.08549598041	1.93405965695934	2.74622458949033	0
ENSG00000004059	3896.16423220243	3582.02056181827	4071.23818273472	3232.78071660753	3259.76858772502	3247.30747172098
ENSG00000004139	1037.81755589916	1147.10949125524	1361.69651859068	749.448117071743	1106.7285095646	1056.33056717194
ENSG00000004142	2508.15572448031	3486.34994194253	4161.80485259404	2556.82686650024	3657.97115320112	3944.69075878595
ENSG00000004399	172.776330535167	83.4773055778544	140.644710840352	46.4174317670241	49.4320426108259	68.0601336306722
ENSG00000004455	25665.9818796335	19429.577360059	15024.4777845439	25769.4108693262	19800.2792902253	23050.0093664535
ENSG00000004468	5567.10847583448	6483.09141746213	8428.02774808471	4984.07173598421	12802.8990362039	9477.14052542168
ENSG00000004478	3859.05790618145	5072.41874792176	5632.1813750159	5292.55425126922	6234.84522633954	7275.90798429816
ENSG00000004487	5000.07743132645	4862.3185630966	4677.50212567533	4457.04047946279	4495.56965299567	4815.48753701948
ENSG00000004534	4372.74860703433	3582.95850907195	3846.41974343689	5364.11445857672	3630.50890730622	3049.65338501272
ENSG00000004660	282.935735909938	404.255266337699	339.89138453085	219.515771064885	274.622458949033	310.466089027587
ENSG00000004700	9433.12381814486	8995.85211008092	9100.35208551093	9182.91525124293	9787.54443694354	9468.74955004256
ENSG00000004766	708.498912463001	1050.50092412581	1212.52788588121	938.018933625278	1544.29362749006	1117.86438661885
ENSG00000004776	8.11700881708839	6.5656307757863	5.32745116819514	4.83514914239834	10.0694901614645	10.2556365744849
ENSG00000004777	1149.13653396208	1029.86608454477	736.253751444568	1171.07312228888	540.090835933098	675.93968331832
ENSG00000004779	2178.83708104415	2440.53875408514	2693.55931063946	2106.19096642872	2722.42397638141	3029.14211186375
ENSG00000004799	8.11700881708839	2.81384176105127	0	0	0	0
ENSG00000004809	0	0	0	0	0	0
ENSG00000004838	28.9893172038871	39.3937846547178	15.9823535045854	29.01089485439	25.6314295019097	36.3608933095372
ENSG00000004846	15.0744449460213	11.2553670442051	6.39294140183416	9.67029828479668	10.0694901614645	1.86466119536088
ENSG00000004848	0	0	0	0	0	0
ENSG00000004864	293.371890103338	285.135965119862	591.34707966966	302.680336314136	351.516747454762	453.112670472694
ENSG00000004866	224.957101502164	197.906870527273	270.634519344313	294.944097686299	319.477460577375	334.706684567278
ENSG00000004897	6450.70286420896	4907.34003127342	5070.66802188813	5533.34467856066	5865.93572315134	5668.57003389708
ENSG00000004939	9.27658150524387	2.81384176105127	9.58941210275125	10.6373281132764	16.477347536942	12.1202977698457
ENSG00000004948	0	0	0	0	0	0
ENSG00000004961	520.648136981812	729.722963365963	958.941210275124	609.228791942191	1051.8040177748	828.841901337912
ENSG00000004975	1987.5075874985	1963.1236019601	1970.09144199856	2068.47680311801	1682.52026516108	2175.12728438847
ENSG00000005001	0	1.87589450736751	1.06549023363903	0.967029828479668	6.40785737547744	1.86466119536088
ENSG00000005007	3659.61140381871	3254.67697028264	3964.68915937082	3658.27384113858	3605.7928860008	4098.52530740322
ENSG00000005020	737.488229666888	1058.94244940896	676.586298360782	712.700983589515	746.057680144873	529.563779482491
ENSG00000005022	20304.1177696025	14035.4427041237	20541.5862143268	19733.2106799561	18929.7260953568	23357.6784636881
ENSG00000005059	4162.86595047819	4348.3234680779	5488.34019347463	3681.4825570221	3413.55716473648	2924.72108492354
ENSG00000005073	1.15957268815548	0	0	2.901089485439	0	2.79699179304132
ENSG00000005075	1318.43414643279	1148.04743850892	1341.45220415154	1413.79760923727	1384.09719310313	1581.23269366603
ENSG00000005100	1251.17893051977	1702.37426543602	1836.90516279368	1314.19353690387	2095.36936178112	2072.57091864362
ENSG00000005102	70.7339339774845	552.450932419733	433.654525091084	24.1757457119917	154.703985207955	67.1278030329917
ENSG00000005108	0	1.87589450736751	0	0	0	0
ENSG00000005156	1422.79568836678	920.126255863766	1744.20751246709	1659.42318567111	1692.58975532254	1995.18747903614
ENSG00000005175	2373.64529265428	2467.73922444197	3300.88874381371	2122.63047351287	3201.18246314923	2324.30018001734
ENSG00000005187	721.254212032711	771.930589781732	596.674530837855	888.700412372815	664.58635065666	808.330628188942
ENSG00000005189	1625.72090879399	882.608365716416	740.515712379124	1618.80793287496	1027.08799646938	1454.43573238149
ENSG00000005194	878.956097621857	1347.83020354356	2087.29536769885	948.656261738555	1590.9794455114	1562.58608171242
ENSG00000005206	630.807542356583	612.479556655494	698.961593267202	748.481087243263	789.081865380221	1031.15764103457
ENSG00000005238	543.839590744922	325.467697028264	267.438048643396	617.932060398508	356.093788437246	339.368337555681
ENSG00000005243	53.3403436551523	52.5250462062904	34.0956874764489	46.4174317670241	100.694901614645	86.706745584281
ENSG00000005249	102.042396557683	123.809037486256	245.062753736976	110.241400446682	110.76439177611	99.7593739518072
ENSG00000005302	4794.83306552293	6958.63067507979	6240.57629842378	3257.923492148	5313.02917246729	3395.54803675217
ENSG00000005339	2208.9859709362	1940.61286787169	2279.08360975388	2307.33317075249	2169.51742569736	1935.5183207846
ENSG00000005379	1106.23234450033	628.424659968117	682.979239762616	1414.76463906575	751.550129323854	724.420874397703
ENSG00000005381	8.11700881708839	0	0	0	0	0
ENSG00000005421	39.4254713972865	15.0071560589401	7.45843163547319	0	4.57704098248388	4.6616529884022
ENSG00000005436	863.881652675836	1146.17154400155	1142.20553046104	1127.55678000729	1116.79799972607	1117.86438661885
ENSG00000005448	5212.2792332589	3821.19711150763	2354.73341634225	4663.01783292896	2526.5266223311	3802.04417734084
ENSG00000005469	264.38257289945	276.694439836708	391.034915745523	289.141918715421	411.018280227053	365.473594290733
ENSG00000005471	71.89350666564	8.44152528315382	3.19647070091708	8.70326845631701	0	0.932330597680441
ENSG00000005483	7289.07391774537	7153.72370384602	5736.59941791252	7014.83437579151	7410.22935064141	5579.06629651976
ENSG00000005486	468.467366014816	527.126356570272	872.636501350363	688.525237877524	645.362778530228	659.157732560072
ENSG00000005513	52.1807709669968	55.3388879673417	66.0603944856197	30.9449545113494	72.3172475232453	65.2631418376309
ENSG00000005700	3751.21764618299	3202.15192407635	2964.19382998377	3808.16346455293	3993.01055311894	3723.72840713568
ENSG00000005801	1021.58353826498	1456.63208497087	1621.6761355986	1332.56710364498	1519.57760618465	2219.87915307713
ENSG00000005810	5483.61924228728	7494.19855693322	8275.66264467432	5552.68527513025	9617.27851239513	6259.66763282648
ENSG00000005812	3311.73959737206	3752.72696198871	3619.47032367178	3815.89970318077	3883.16156953933	3613.71339660939
ENSG00000005844	17797.1216178104	16132.6927633606	20118.5865915721	16108.7828828143	14845.1747225882	16417.4094945549
ENSG00000005882	224.957101502164	342.350747594571	548.727470324099	128.614967187796	371.655727777691	245.202947189956
ENSG00000005884	274.81872709285	650.935394056528	359.070208736352	272.702411631266	410.102872030556	448.451017484292
ENSG00000005889	1478.45517739824	1713.62963248022	1964.76399083037	1600.43436613385	1749.34506350534	1722.01461391577
ENSG00000005893	3629.46251392667	4003.15887872228	3634.38718694272	3336.25290825486	3437.3577778454	2889.29252221169
ENSG00000005961	74.212652041951	41.2696791620853	13.8513730373074	65.7580283366174	33.8701032703807	10.2556365744849
ENSG00000005981	0	3.75178901473503	0	0	1.83081639299355	0
ENSG00000006007	1166.53012428442	1001.72766693425	1043.11493873261	1526.9400991694	1166.23004233689	979.879458162143
ENSG00000006015	401.212150101798	496.174097198708	466.684722333894	321.05390305525	424.749403174504	638.646459411102
ENSG00000006016	1.15957268815548	0	1.06549023363903	0.967029828479668	0	2.79699179304132
ENSG00000006025	658.637286872315	645.307710534425	608.394923407885	833.579712149474	579.45338838246	570.58632578043
ENSG00000006042	34.7871806446645	15.0071560589401	19.1788242055025	25.1427755404714	14.6465311439484	11.1879671721653
ENSG00000006047	57.9786344077742	32.8281538789315	24.5062753736976	22.2416860550324	4.57704098248388	47.5488604817025
ENSG00000006059	0	0	0	0	0	0
ENSG00000006062	1989.82673287481	2200.42425714209	1849.69104559735	1847.02697239617	1617.5262832098	1955.09726333588
ENSG00000006071	2.31914537631097	0	0	0	0	18.6466119536088
ENSG00000006116	0	0	5.32745116819514	0	18.3081639299355	2.79699179304132
ENSG00000006118	6.95743612893291	15.9451033126239	5.32745116819514	26.109805368951	24.716021305413	36.3608933095372
ENSG00000006125	16693.2084186864	13341.3617363978	10177.56271172	14201.8000610524	11960.7234954269	11299.8468438869
ENSG00000006128	1.15957268815548	15.9451033126239	9.58941210275125	4.83514914239834	23.8006131089162	27.9699179304132
ENSG00000006194	1161.8918335318	1539.17144329505	1602.4973113931	1377.05047575505	1369.45066195918	1472.15001373742
ENSG00000006210	15.0744449460213	3.75178901473503	3.19647070091708	3.86811931391867	9.15408196496777	2.79699179304132
ENSG00000006282	955.487895040119	1481.95666082034	1032.46003639622	1232.96303131158	1149.75269479995	1130.91701498637
ENSG00000006283	3.47871806446645	1.87589450736751	2.13098046727805	0	1.83081639299355	2.79699179304132
ENSG00000006327	333.956934188779	83.4773055778544	75.6498065883709	392.614110362745	136.39582127802	211.63904567346
ENSG00000006377	1.15957268815548	0	0	0	0	0
ENSG00000006432	967.083621921674	714.715807307023	513.566292614011	1512.4346517422	843.090948973531	867.999786440491
ENSG00000006451	2443.21965394361	2710.66756314606	2400.54949638873	3391.3736084782	3082.17939760465	3174.5856851019
ENSG00000006453	311.925053113825	532.754040092374	204.574124858693	309.449545113494	208.713068801265	181.804466547686
ENSG00000006459	7166.15921280089	5849.97702122559	4007.30876871638	6973.25209316689	2889.94367634032	2916.33010954442
ENSG00000006468	3.47871806446645	0	1.06549023363903	11.604357941756	0.915408196496777	35.4285627118568
ENSG00000006530	3412.62242124159	2826.03507534916	3441.53345465406	3921.30595448505	3809.01350562309	3825.35244228285
ENSG00000006534	9.27658150524387	11.2553670442051	18.1133339718635	22.2416860550324	5.49244917898066	5.59398358608265
ENSG00000006555	134.510431826036	211.038132078845	207.77059555961	99.6040723334058	151.957760618465	123.067638893818
ENSG00000006576	3762.81337306455	2298.90871877889	1983.94281503587	3909.7015965433	2096.28476997762	2313.11221284517
ENSG00000006606	1.15957268815548	0	0	0	0	0
ENSG00000006607	834.892335471949	1169.62022534365	1448.00122751544	569.580568974525	985.894627627028	1264.24029045468
ENSG00000006611	0	0	13.8513730373074	0	0	0
ENSG00000006625	3216.65463694331	2230.43856925997	2360.06086751045	3378.80222070796	3082.17939760465	3076.69097234546
ENSG00000006634	3889.20679607349	2985.4861084754	3242.28678096356	3762.71306261439	3322.9317532833	3554.97656895552
ENSG00000006638	110.159405374771	74.0978330410168	43.6850995792001	115.076549589081	81.4713294882131	76.4511090097962
ENSG00000006652	1615.28475460059	1155.55101653839	1423.49495214174	2056.87244517625	1837.22425036903	1618.52591757325
ENSG00000006659	60.2977797840852	203.534554049375	106.549023363903	24.1757457119917	29.2930622878968	55.9398358608265
ENSG00000006695	878.956097621857	784.123904079621	678.71727882806	715.602073074955	842.175540777034	1007.84937609256
ENSG00000006704	212.201801932454	102.23625065153	54.3400019155904	55.1207002233411	21.9697967159226	40.090215700259
ENSG00000006712	1676.74210707283	2089.74648120741	2067.05105325971	1685.53299104006	2124.66242406902	1696.8416877784
ENSG00000006715	2744.70855286403	3186.20682076372	2643.48126965843	2135.20186128311	2953.1068418986	2270.22500535187
ENSG00000006740	2.31914537631097	0.937947253683757	0	12.5713877702357	1.83081639299355	3.72932239072176
ENSG00000006744	1834.44399266198	1975.31691625799	2894.93696479724	1664.25833481351	2501.81060102569	2923.78875432586
ENSG00000006747	121.755132256326	35.6419956399828	22.3752949064196	210.812502608568	42.1087770388517	184.601458340727
ENSG00000006756	53.3403436551523	57.2147824747092	92.6976503265954	30.9449545113494	162.027250779929	241.473624799234
ENSG00000006757	419.765313112285	395.813741054546	308.992167755318	395.515199848184	373.486544170685	429.804405530683
ENSG00000006788	0	0	0	0	0	0
ENSG00000006831	4170.98295929528	4169.1755426243	4048.8628878283	3888.42694031675	4228.27045961861	3818.82612809909
ENSG00000006837	140.308295266814	146.319771574666	46.8815702801172	132.483086501715	57.6707163792969	87.6390761819615
ENSG00000007001	2.31914537631097	0	0	0	0	0
ENSG00000007038	114.797696127393	70.3460440262818	62.8639237847026	148.922593585869	297.507663861452	93.2330597680441
ENSG00000007047	572.828907948809	586.217033552348	474.143153969367	699.1625659908	352.432155651259	523.969795896408
ENSG00000007062	16.2340176341768	4.68973626841879	18.1133339718635	5.80217897087801	2.74622458949033	1.86466119536088
ENSG00000007080	580.945916765898	656.56307757863	828.951401771163	631.470477997223	800.98217193468	1304.33050615494
ENSG00000007129	860.402934611369	692.205073218613	479.470605137562	551.207002233411	411.018280227053	610.676541480689
ENSG00000007168	7264.72289129411	5835.90781242034	4449.48721567658	8728.41123185749	6530.522073808	6831.18628920459
ENSG00000007171	25.5105991394207	7.50357802947006	6.39294140183416	11.604357941756	0	3.72932239072176
ENSG00000007174	2.31914537631097	0	0	3.86811931391867	5.49244917898066	0.932330597680441
ENSG00000007202	4893.39674401614	6910.79536514192	8657.1081483171	5510.13596267715	6777.68228686213	6183.21652381668
ENSG00000007216	0	0	0	0	0	0
ENSG00000007237	13.9148722578658	5.62768352210254	20.2443144391415	127.647937359316	135.480413081523	26.1052567350523
ENSG00000007255	710.818057839312	705.336334770185	609.460413641524	661.448402680093	664.58635065666	797.142661016777
ENSG00000007264	987.955930308473	690.329178711245	890.749835322227	745.579997757824	550.160326094563	735.608841569868
ENSG00000007306	0	0	0	0	0	0
ENSG00000007312	391.935568596554	416.448580635588	564.709823828684	442.899661443688	408.272055637562	549.14272203378
ENSG00000007314	22.0318810749542	8.44152528315382	5.32745116819514	14.505447427195	13.7311229474516	7.45864478144353
ENSG00000007341	326.999498059847	257.935494763033	359.070208736352	371.339454136193	347.855114668775	403.699148795631
ENSG00000007350	68.4147886011736	17.8209978199914	3.19647070091708	48.3514914239834	52.1782672003163	38.2255545048981
ENSG00000007372	2.31914537631097	0	0	0	1.83081639299355	16.7819507582479
ENSG00000007376	140.308295266814	266.377020046187	636.097669482499	140.219325129552	310.323378612407	446.586356288931
ENSG00000007384	3.47871806446645	0	5.32745116819514	8.70326845631701	4.57704098248388	1.86466119536088
ENSG00000007392	935.775159341476	1207.138115491	1526.84750480473	1448.61068306254	1314.52617016937	1396.6312353253
ENSG00000007402	191.329493545655	139.75414079888	67.1258847192587	131.516056673235	109.848983579613	88.5714067796419
ENSG00000007516	4.63829075262194	20.6348395810427	7.45843163547319	5.80217897087801	17.3927557334388	6.52631418376309
ENSG00000007520	660.956432248626	715.653754560707	787.397282659241	653.712164052256	737.819006376402	970.556152185339
ENSG00000007541	125.233850320792	216.665815600948	382.510993876411	153.757742728267	255.398886822601	343.097659946402
ENSG00000007545	1137.54080708053	1133.04028244998	1253.0165147595	1512.4346517422	1040.81911941683	1057.26289776962
ENSG00000007866	84.6488062353503	86.2911473389057	51.1435312146733	62.8569388511784	44.8550016283421	31.699240321135
ENSG00000007908	0	0	0	0	0	0
ENSG00000007923	1282.48739309997	1523.22633998242	1866.73888933558	1159.46876434712	1777.72271759674	2165.80397841166
ENSG00000007933	18.5531630104877	16.8830505663076	6.39294140183416	5.80217897087801	8.23867376847099	13.0526283675262
ENSG00000007944	849.96678041797	1155.55101653839	1095.32396018092	712.700983589515	853.160439134996	602.285566101565
ENSG00000007952	0	0	0	2.901089485439	0	0
ENSG00000007968	1586.2954373967	1915.28829202223	2011.64556111048	1599.46733630537	1610.20301763783	1586.82667725211
ENSG00000008018	7745.94555687863	8183.58978839078	9442.37445050906	7106.70220949708	7801.10865054553	8626.85502033712
ENSG00000008056	19.7127356986432	20.6348395810427	43.6850995792001	53.1866405663818	76.8942885057292	60.6014888492287
ENSG00000008083	2554.53863200653	2418.96596725041	1808.13692648543	2672.8704459178	1998.33609295246	2066.04460445986
ENSG00000008086	171.616757847012	179.147925453598	216.294517428723	290.1089485439	348.770522865272	195.789425512893
ENSG00000008118	0	13.1312615515726	1.06549023363903	10.6373281132764	6.40785737547744	25.1729261373719
ENSG00000008128	1050.57285546887	1349.70609805093	1363.82749905795	1256.17174719509	1374.02770294166	1926.19501480779
ENSG00000008130	1061.00900966227	1532.60581251926	1711.17731522428	1091.77667635355	2370.90722892665	2114.52579553924
ENSG00000008196	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0
ENSG00000008226	31.3084625801981	90.0429363536407	40.488628878283	23.208715883512	12.8157147509549	13.0526283675262
ENSG00000008256	85.8083789235058	112.553670442051	77.780787055649	57.0547598803004	63.1631655582776	51.2781828724243
ENSG00000008277	82.3296608590394	166.016663902025	76.71529682201	163.428041013064	105.271942597129	301.142783050782
ENSG00000008282	2404.95375523447	2710.66756314606	3485.21855423326	2376.95931840302	2945.78357632663	2463.21743907173
ENSG00000008283	22.0318810749542	143.505929813615	92.6976503265954	25.1427755404714	92.4562278461744	26.1052567350523
ENSG00000008294	6142.2565291596	3706.76754655821	2922.63971087185	6948.10931762642	3495.02849422469	3444.02922783155
ENSG00000008300	833.732762783793	951.07851523533	777.80787055649	1005.71102161885	942.87044239168	1364.93199500417
ENSG00000008311	449.914203004328	292.639543149332	168.347456914966	370.372424307713	301.169296647439	241.473624799234
ENSG00000008323	2.31914537631097	0	5.32745116819514	1.93405965695934	0.915408196496777	7.45864478144353
ENSG00000008324	1480.77432277455	1759.58904791073	1837.97065302732	1579.1597099073	1821.66231102859	1667.93943925031
ENSG00000008382	226.116674190319	350.792272877725	420.868642287416	229.186069349681	234.344498303175	338.436006958
ENSG00000008394	357.148387951889	167.892558409393	87.3701991584002	26.109805368951	19.2235721264323	0.932330597680441
ENSG00000008405	1273.21081159472	922.002150371133	1111.30631368551	1643.95070841544	1359.38117179771	1472.15001373742
ENSG00000008438	0	0	0	0	0	0
ENSG00000008441	253.946418706051	180.085872707281	210.967066260527	193.405965695934	157.450209797446	204.180400892017
ENSG00000008513	4296.21680961607	4590.31385952831	4893.79664310405	7226.61390822856	6111.26511981248	6325.86310526179
ENSG00000008516	45.2233348380639	53.4629934599742	107.614513597542	64.7909985081378	103.441126204136	102.556365744849
ENSG00000008517	44972.8671374223	48210.4888393451	72565.2123619859	38137.7223755812	46090.8026936127	46249.191628536
ENSG00000008710	1994.46502362743	1139.60591322577	1019.67415359255	2139.06998059703	1037.15748663085	1579.36803247067
ENSG00000008735	11.5957268815548	7.50357802947006	11.7203925700293	10.6373281132764	12.8157147509549	7.45864478144353
ENSG00000008838	2363.20913846088	2279.21182645153	2419.72832059423	2320.8715883512	1934.25751919769	2254.37538519131
ENSG00000008853	66.0956432248626	273.880598075657	456.029819997504	60.9228791942191	147.380719635981	93.2330597680441
ENSG00000008869	1908.65664470393	2043.78706577691	2032.95536578326	2053.00432586234	1959.8889486996	1489.86429509334
ENSG00000008952	4409.85493305531	4203.8795910106	4712.66330338542	4722.00665246622	4298.75689074886	4375.42749491431
ENSG00000008988	60956.4170709575	54013.5684978865	50775.9370840678	64510.5598578787	48026.8910292034	50355.1755807206
ENSG00000009307	35000.5420192851	34193.8050802951	28480.5539451712	38087.4368245002	29464.2436206417	27083.2715320191
ENSG00000009335	3590.03704252938	4523.71960451676	4579.47702418054	3722.09780981824	4351.85056614568	4372.63050312127
ENSG00000009413	1253.49807589608	1425.67982559931	1872.06634050377	1643.95070841544	1600.13352747637	1465.62369955365
ENSG00000009694	35.94675333282	199.78276503464	75.6498065883709	29.01089485439	10.9848983579613	11.1879671721653
ENSG00000009709	0	0	0	0	0	0
ENSG00000009724	64.9360705367071	22.5107340884102	10.6549023363903	0.967029828479668	0	1.86466119536088
ENSG00000009765	16.2340176341768	16.8830505663076	12.7858828036683	26.109805368951	7.32326557197421	5.59398358608265
ENSG00000009780	192.48906623381	205.410448556743	369.725111072742	257.229934375592	345.108890079285	264.781889741245
ENSG00000009790	9625.61288437867	8756.67556039156	14906.20836861	9860.80316100718	11497.5269479995	10288.2681454037
ENSG00000009830	153.063594836524	168.830505663076	189.657261587747	142.153384786511	150.126944225471	233.08264942011
ENSG00000009844	3087.94206855805	2977.98253044593	3489.48051516781	3536.42808275015	3623.18564173424	3421.65329348722
ENSG00000009950	69.574361289329	32.8281538789315	20.2443144391415	46.4174317670241	20.1389803229291	6.52631418376309
ENSG00000009954	6696.53227409792	7890.95024524145	9440.24347004178	7759.44734372086	8602.09082248021	8438.52423960567
ENSG00000010017	4714.8225500402	4120.40228543275	3505.4628686724	5083.67580831762	3960.05585804506	4036.99148795631
ENSG00000010030	16.2340176341768	567.458088478673	512.500802380372	40.6152527961461	736.903598179905	476.420935414705
ENSG00000010072	376.861123650532	435.207525709263	459.226290698421	306.548455628055	421.087770388517	395.308173416507
ENSG00000010165	3770.93038188163	3532.30935737303	3119.75540409507	3002.62761742937	2530.18825511709	2788.6008176622
ENSG00000010219	723.573357409022	626.54876546075	564.709823828684	1002.80993213342	897.100032566841	1075.90950972323
ENSG00000010244	11897.2157804753	12000.09716363	12795.4722157711	13256.0448887993	12156.6208494772	11860.1775330929
ENSG00000010256	5662.19343626323	4129.78175796958	4242.78211035061	4966.66519907158	4250.24025633453	5198.67541266614
ENSG00000010270	1468.01902320484	1239.96626936993	1261.54043662861	1684.56596121158	1567.17883240248	1493.59361748407
ENSG00000010278	179.7337666641	88.1670418462732	225.883929531474	307.515485456535	177.589190120375	175.278152363923
ENSG00000010282	2.31914537631097	0	0	0	0	0
ENSG00000010292	23479.0277897722	17662.4847341188	15682.9507489328	18494.4454696737	12807.4760771864	15060.8684749298
ENSG00000010295	265.542145587606	376.116848727187	576.430216398714	405.185498132981	519.951855610169	424.210421944601
ENSG00000010310	711.977630527467	219.479657361999	77.780787055649	795.865548838767	331.377767131833	180.872135950006
ENSG00000010318	694.584040205135	508.367411496596	339.89138453085	620.833149883947	417.42613760253	473.623943621664
ENSG00000010319	1.15957268815548	0	0	0	0	0
ENSG00000010322	3348.84592339304	2921.7056952249	2583.81381657464	3060.64940713815	2219.86487650468	2117.32278733228
ENSG00000010327	0	22.5107340884102	1.06549023363903	0	1.83081639299355	0
ENSG00000010361	336.27607956509	348.916378370358	324.974521259903	322.987962712209	408.272055637562	513.714159321923
ENSG00000010379	0	0	14.9168632709464	0.967029828479668	2.74622458949033	10.2556365744849
ENSG00000010404	7296.03135387431	6099.47099070547	4215.07936427599	6551.62708794975	4351.85056614568	3876.63062515527
ENSG00000010438	0	3.75178901473503	0	0	0.915408196496777	0.932330597680441
ENSG00000010539	447.595057628017	672.508180891254	1062.29376293811	551.207002233411	973.078912876073	728.150196788424
ENSG00000010610	20951.1593295933	18010.4631652355	13789.5746037563	1335.46819313042	340.531849096801	657.293071364711
ENSG00000010626	169.297612470701	166.016663902025	104.418042896625	210.812502608568	86.048370470697	95.097720963405
ENSG00000010671	15.0744449460213	25.3245758494614	0	15.4724772556747	26.5468376984065	19.5789425512893
ENSG00000010704	75.3722247301065	189.465345244119	85.2392186911222	119.911698731479	315.815827791388	147.30823443351
ENSG00000010803	795.466864074662	1197.75864295416	1045.24591919989	795.865548838767	828.444417829583	973.35314397838
