	Activated_CD4_Rep1	Activated_CD4_Rep2	Activated_CD4_Rep3	Naive_CD4_Rep1	Naive_CD4_Rep2	Naive_CD4_Rep3
ENSG00000005801	972.678282772655	1374.99620307485	1564.86800742408	1253.62938512004	1227.12664186192	1036.88403411173
ENSG00000005810	4513.06237133923	6111.92005943363	6899.99398371548	15080.7050587641	16296.195844127	12575.0570998295
ENSG00000005812	2923.18674600214	3282.64859292645	3236.17005211781	3448.80768184166	3816.96133358174	3301.75664146893
ENSG00000005844	15402.1133166162	13836.6735030145	17640.2430959441	12406.7910696723	11763.4106361258	10810.6513301047
ENSG00000005882	190.620214314556	286.560770250435	469.843948307474	541.36408671568	664.119100183698	936.601454170268
ENSG00000005884	240.078432082657	564.037481501577	318.34324660833	319.510960983176	576.795481474423	336.798098671329
ENSG00000005889	1364.22250677012	1567.4130891508	1837.18572440229	2388.37097080447	2626.60253117636	2472.06020176456
ENSG00000005893	3300.30565648391	3608.02306981023	3349.31614579185	2218.53125732504	3380.34324003536	2592.21008527933
ENSG00000005961	82.4303629468352	45.4202949964667	15.34184321004	11.6764803017107	18.3839197282685	5.67637244951678
ENSG00000005981	0	3.30329418156121	0	3.18449462773929	1.14899498301678	0
ENSG00000006007	1045.83522988797	890.237781930747	947.358818219969	856.62905486187	1044.43643956225	802.260639531705
ENSG00000006015	396.696121681644	486.410068234888	466.967352705592	782.32418021462	721.568849334537	1375.5742569329
ENSG00000006016	1.03037953683544	0	0.958865200627499	2.12299641849286	0	0
ENSG00000006025	596.58975182772	578.902305318602	559.018411965832	1586.93982282342	1046.73442952829	1192.03821439852
ENSG00000006042	27.8202474945569	11.5615296354642	15.34184321004	27.5989534404072	21.8309046773188	29.3279243225034
ENSG00000006047	47.3974586944302	26.4263534524897	20.1361692131775	10.6149820924643	1.14899498301678	13.2448690488725
ENSG00000006059	0	0	0	0	0	0
ENSG00000006062	1747.52369447291	1915.9106253055	1645.41268427679	2073.10600265828	1892.39473702864	2297.98477997938
ENSG00000006071	1.03037953683544	0	0	0	0	5.67637244951678
ENSG00000006116	0	0	4.79432600313749	0	0	0
ENSG00000006118	7.21265675784808	16.5164709078061	5.75319120376499	2.12299641849286	13.7879397962013	7.56849659935571
ENSG00000006125	16635.4776222082	13176.8404902477	10276.1583551249	6498.49203700665	6966.35658203073	5324.43735764674
ENSG00000006128	1.03037953683544	13.2131767262448	8.62978680564749	0	0	0
ENSG00000006194	946.918794351769	1243.6902593578	1323.23397686595	2286.46714271681	2512.8520278577	2646.13562354974
ENSG00000006210	11.3341749051898	3.30329418156121	2.8765956018825	4.24599283698573	9.19195986413423	2.83818622475839
ENSG00000006282	788.240345679111	1211.48314108757	862.978680564749	749.417735727981	1155.88895291488	737.928418437181
ENSG00000006283	2.06075907367088	1.65164709078061	1.917730401255	0	0	0.946062074919463
ENSG00000006327	342.086006229366	85.0598251752012	78.6269464514549	2.12299641849286	13.7879397962013	57.7097865700873
ENSG00000006377	1.03037953683544	0	0	0	0	0
ENSG00000006432	867.57957001544	635.058306405143	466.008487504964	641.144918384845	487.173872799114	454.109795961342
ENSG00000006451	2176.16158179645	2392.41081099571	2166.07648821752	2000.92412442952	2279.60604630529	1669.79956223285
ENSG00000006453	283.354372629746	480.629303417156	188.896444523617	77.4893692749895	48.2577892867047	56.7637244951678
ENSG00000006459	5791.76337655201	4685.72279654458	3281.2367165473	6343.51329845668	4798.20304907807	5992.35718253988
ENSG00000006468	3.09113861050632	0	0.958865200627499	0	8.04296488111745	14.1909311237919
ENSG00000006530	3094.22974911683	2539.40740207518	3161.37856646886	1013.73078983034	1205.2957371846	650.890707544591
ENSG00000006534	8.24303629468352	9.08405899929333	15.34184321004	14.86097492945	18.3839197282685	13.2448690488725
ENSG00000006555	115.402508125569	180.029532895086	181.225522918597	253.698072009897	314.824625346597	282.872560400919
ENSG00000006576	3671.24228974467	2222.29116064531	1960.87933528323	1073.17468954814	1396.02890436539	687.78712846645
ENSG00000006606	1.03037953683544	0	0	0	0	0
ENSG00000006607	591.437854143542	820.868604117961	1039.40987748021	472.366703114662	842.213322551299	349.096905645282
ENSG00000006611	0	0	12.4652476081575	0	0	0
ENSG00000006625	2810.87537648708	1931.60127266792	2090.32613736795	529.687606413969	495.216837680232	572.367555326275
ENSG00000006634	3778.40176157556	2874.69176150364	3192.06225288894	877.859019046799	1151.29297298281	707.654432039758
ENSG00000006638	96.8556764625313	64.4142365404436	38.3546080250999	197.438666919836	126.389448131846	197.726973658168
ENSG00000006652	1297.24783687582	919.967429564797	1158.30916235802	1702.64312763128	1401.77387928047	1297.05110471458
ENSG00000006659	49.4582177681011	164.33888553267	88.2155984577299	0	22.9798996603356	11.3527448990336
ENSG00000006695	745.994784668858	659.833012766852	582.990041981519	996.746818482399	793.955533264594	714.276866564195
ENSG00000006704	195.772111998734	93.3180606291042	50.8198556332574	36.0909391143787	39.0658294225705	49.1952278958121
ENSG00000006712	1343.61491603341	1659.90532623451	1678.01410109812	1601.80079775287	1325.94021040136	1090.80957238214
ENSG00000006715	2609.95136680417	3002.69441103914	2546.74597286664	991.439327436167	1438.54171873701	797.530329157107
ENSG00000006740	3.09113861050632	0.825823545390303	0	2.12299641849286	1.14899498301678	6.62243452443624
ENSG00000006744	1510.53640100075	1612.00756060187	2415.38144038067	2194.11679851237	2034.87011492272	1753.05302482577
ENSG00000006747	133.949339788607	38.8137066333442	24.930495216315	56.2594050900609	58.5987441338557	36.8964209218591
ENSG00000006756	48.4278382312657	52.0268833595891	85.3390028558474	19.1069677664358	50.5557792527383	56.7637244951678
ENSG00000006757	536.827738691264	501.274892051914	400.805653862294	135.871770783543	218.309046773188	150.423869912195
ENSG00000006788	0	0	0	0	0	0
ENSG00000006831	3544.50560671391	3510.57589145418	3486.43386948158	1791.80897720798	1722.34347954215	1705.74992107979
ENSG00000006837	126.736683030759	129.654296626278	42.1900688276099	44.5829247883501	37.9168344395537	30.2739863974228
ENSG00000007001	1.03037953683544	0	0	0	0	1.89212414983893
ENSG00000007038	103.037953683544	61.9367659042727	57.5319120376499	35.0294409051322	29.8738695584363	47.3031037459732
ENSG00000007047	519.311286565062	526.875421959013	435.324801084884	493.596667299591	373.423369480453	545.87781722853
ENSG00000007062	11.3341749051898	3.30329418156121	13.424112808785	18.0454695571893	0	0
ENSG00000007080	509.007491196707	570.644069864699	737.367339282546	413.984301606108	304.483670499446	543.985693078691
ENSG00000007129	739.812507447846	589.638011408676	418.065227473589	978.70134892521	1012.26458003778	934.70933002043
ENSG00000007168	10925.1142290662	8696.74775650528	6779.17696843642	5722.53684604751	4753.39224474041	3849.5265828473
ENSG00000007171	23.6987293472151	6.60658836312242	5.75319120376499	16.9839713479429	3.44698494905034	2.83818622475839
ENSG00000007174	2.06075907367088	0	0	2.12299641849286	1.14899498301678	0.946062074919463
ENSG00000007202	3850.52832915404	5389.32445721712	6901.91171411673	7847.65626095887	6833.07316400079	7803.11999393573
ENSG00000007216	0	0	0	0	0	0
ENSG00000007237	13.3949339788607	5.78076481773212	21.095034413805	53.0749104623216	20.681909694302	91.7680212671879
ENSG00000007255	612.045444880251	601.199541044141	531.211321147634	893.781492185495	897.365081736104	1126.75993122908
ENSG00000007264	914.97702870987	633.406659314362	836.130454947179	364.093885771526	230.947991586373	408.698816365208
ENSG00000007306	0	0	0	0	0	0
ENSG00000007312	336.934108545189	354.27830097244	491.897847921907	513.765133275273	497.514827646265	370.85633336843
ENSG00000007314	19.5772111998734	7.43241190851273	4.79432600313749	4.24599283698573	0	0
ENSG00000007341	320.448035955822	250.224534253262	355.738989432802	471.305204905416	344.698494905034	378.424829967785
ENSG00000007350	49.4582177681011	13.2131767262448	1.917730401255	256.882566637636	560.709551712188	384.101202417302
ENSG00000007372	2.06075907367088	0	0	0	0	0
ENSG00000007376	123.645544420253	232.056416254675	565.730468370224	406.553814141383	375.721359446487	569.529369101517
ENSG00000007384	5.1518976841772	0	7.67092160501999	3.18449462773929	0	0.946062074919463
ENSG00000007392	813.999834099997	1041.36349073717	1346.24674168101	3415.90123735502	3122.96836383961	3811.68409985052
ENSG00000007402	184.437937093544	132.957590807839	65.2028336426699	84.9198567397145	122.942463182795	140.963249163
ENSG00000007516	5.1518976841772	22.2972357255382	7.67092160501999	41.3984301606108	91.9195986413423	11.3527448990336
ENSG00000007520	590.407474606707	633.406659314362	712.436844066231	555.163563435884	572.199501542356	757.79572201049
ENSG00000007541	115.402508125569	198.197650893673	357.656719834057	398.061828467412	521.643722289618	631.023403971282
ENSG00000007545	1025.22763915126	1012.45966664851	1144.88504954923	1962.71018889665	1505.18342775198	2002.8134126045
ENSG00000007866	70.0658085048099	71.0208249035661	42.1900688276099	10.6149820924643	4.59597993206712	16.0830552736309
ENSG00000007908	0	0	0	0	0	0
ENSG00000007923	1005.65042795139	1183.4051405443	1482.40560017011	1672.92117777238	1645.36081568003	1452.20528500138
ENSG00000007933	18.5468316630379	17.3422944531964	6.71205640439249	10.6149820924643	9.19195986413423	26.489738097745
ENSG00000007944	739.812507447846	995.943195740705	965.577257031891	6594.02687583883	3934.15882184945	6413.35480587904
ENSG00000007952	0	0	0	0	0	0
ENSG00000007968	1399.25541102253	1674.77015005153	1797.87225117656	60.5053979270466	16.0859297622349	6.62243452443624
ENSG00000008018	6887.05682420808	7210.26537480274	8505.13432956591	3636.69286487827	3928.41384693437	3838.17383794826
ENSG00000008056	20.6075907367088	20.6455886347576	45.0666644294924	12.7379785109572	1.14899498301678	18.9212414983893
ENSG00000008083	2237.98435400657	2099.24345238215	1604.18148064981	1466.99052517857	1361.55905487488	1531.67449929461
ENSG00000008086	154.556930525316	161.035591351109	198.485096529892	330.12594307564	506.7067875104	344.366595270685
ENSG00000008118	0	14.8648238170255	1.917730401255	0	0	0
ENSG00000008128	934.554239909744	1190.01172890743	1228.30632200383	3443.50019079542	2593.28167666887	3367.03492463837
ENSG00000008130	912.9162696362	1307.27867235285	1491.03538697576	1873.54433931995	1435.09473378796	1971.59336413216
ENSG00000008196	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0
ENSG00000008226	27.8202474945569	77.6274132666885	35.4780124232175	315.26496814619	346.996484871067	298.009553599631
ENSG00000008256	66.9746698943036	86.7114722659818	61.3673728401599	279.174029031811	189.584172197769	298.009553599631
ENSG00000008277	97.8860559993668	194.068533166721	91.0921940596124	133.74877436505	157.412312673299	207.187594407362
ENSG00000008282	2107.12615282847	2353.59710436236	3093.29913722431	2497.70528635685	3249.35781197145	2394.48311162116
ENSG00000008283	17.5164521262025	111.486178627691	73.8326204483174	360.909391143787	219.458041756205	195.834849508329
ENSG00000008294	5006.6141694834	2993.61035203985	2413.46370997941	2287.52864092606	1908.48066679087	2258.25017283276
ENSG00000008300	817.090972710504	924.096547291749	771.886486505136	201.684659756822	266.566836059893	236.515518729866
ENSG00000008311	416.273332881518	268.392652251848	158.212758103537	312.080473518451	432.022113614309	357.611464319557
ENSG00000008323	1.03037953683544	0	3.83546080250999	0	0	4.73031037459732
ENSG00000008324	1300.33897548632	1530.25102960823	1634.86516706989	842.829578141667	1070.86332417164	706.708369964839
ENSG00000008382	213.288564124936	327.02612397456	400.805653862294	322.695455610915	282.652765822128	350.989029795121
ENSG00000008394	284.384752166581	132.131767262448	70.9560248464349	33.9679426958858	150.518342775198	450.325547661664
ENSG00000008405	1079.83775460354	774.622485576104	954.070874624361	1286.53582960667	1153.59096294885	1408.68642955508
ENSG00000008438	0	0	0	0	0	0
ENSG00000008441	229.774636714303	161.861414896499	193.690770526755	200.623161547576	148.220352809164	263.95131890253
ENSG00000008513	4068.96879096315	4307.49561275582	4695.56288747286	10423.9124148	10037.6201716346	12188.1177111874
ENSG00000008516	40.1848019365821	47.0719420872473	96.8453852633774	49.8904158345823	20.681909694302	8.51455867427517
ENSG00000008517	39790.1665739742	42271.4298178934	65046.5386149676	12777.2539446993	9533.21137409022	15984.6648178392
ENSG00000008710	1707.33889253632	966.213548106654	884.073714978554	2803.41677061983	2383.0155947768	3140.92608873262
ENSG00000008735	10.3037953683544	6.60658836312242	10.5475172069025	21.2299641849286	11.4899498301678	15.1369931987114
ENSG00000008838	1876.32113657734	1792.86291704235	1946.49635727382	1817.28493422989	1864.81885743623	2171.21246194017
ENSG00000008853	51.518976841772	215.539945346869	366.286506639704	300.40399321674	202.223117010953	255.436760228255
ENSG00000008869	1663.0325724524	1763.95909295369	1794.03679037405	3863.85348165701	3869.81510280051	3861.82538982125
ENSG00000008952	3616.63217429239	3416.43200727968	3915.04661416208	5619.57151975061	6186.18898856234	4466.35905569479
ENSG00000008988	53369.5384899284	46865.4862008997	45039.8162038749	100555.725361914	99738.5095007715	101584.361356552
ENSG00000009307	30740.3431019485	29761.8547523211	25342.8072525848	27581.9694690593	31863.9288690213	25920.2087286435
ENSG00000009335	3114.83733985353	3889.62889878833	4025.31611223424	5148.26631484519	4347.79701573549	4258.2253992125
ENSG00000009413	1013.89346424607	1142.93978682018	1534.184321004	2660.11451237156	2642.68846093859	2498.5499398623
ENSG00000009694	26.7898679577214	145.344943988693	56.5730468370224	568.963040156087	536.580657068836	619.670659072248
ENSG00000009709	0	0	0	0	0	0
ENSG00000009724	47.3974586944302	16.5164709078061	7.67092160501999	5.30749104623216	20.681909694302	58.6558486450067
ENSG00000009765	20.6075907367088	21.4714121801479	15.34184321004	10.6149820924643	17.2349247452517	39.7346071466174
ENSG00000009780	171.043003114683	180.855356440476	332.726224617742	628.406939873887	611.265330964926	513.711706681268
ENSG00000009790	7572.25921620365	6826.25742619624	11879.3809705741	24212.7741529111	24736.7129893682	24879.540446232
ENSG00000009830	160.739207746329	175.900415168135	202.320557332402	348.17141263283	119.495478233745	230.839146280349
ENSG00000009844	2856.21207610784	2729.34681751495	3269.73033413977	1234.5224173536	1950.99348116249	1023.63916506286
ENSG00000009950	60.7923926732909	28.9038240886606	18.2184388119225	12.7379785109572	39.0658294225705	29.3279243225034
ENSG00000009954	5406.40142977555	6314.24682805426	7722.70032585387	6623.74882569773	5735.78295521976	5342.41253707021
ENSG00000010017	3958.71818052176	3428.81936046054	2982.07077395152	3144.15769578793	3019.5588153681	2976.31128769663
ENSG00000010030	14.4253135156962	487.235891780279	450.666644294924	1.06149820924643	8.04296488111745	8.51455867427517
ENSG00000010072	320.448035955822	367.491477698685	396.011327859157	559.409556272869	426.277138699225	371.802395443349
ENSG00000010165	3393.0398147991	3149.69100211862	2843.99418506116	790.816165888592	867.491212177668	618.724596997329
ENSG00000010219	648.108728669491	556.605069593064	512.992882335712	420.353290861587	426.277138699225	375.586643743027
ENSG00000010244	11187.8610109592	11183.3024516755	12190.0532955774	10118.200930537	9216.08875877759	7946.92142932349
ENSG00000010256	4911.81925209454	3550.21542163291	3729.02676524034	1682.47466165559	1878.60679723243	1593.16853416438
ENSG00000010270	1298.27821641265	1087.60960927903	1130.50207153982	907.580968905699	805.445483094762	870.377108925906
ENSG00000010278	158.678448672658	76.8015897212982	201.361692131775	35.0294409051322	47.1087943036879	116.365635215094
ENSG00000010282	2.06075907367088	0	0	0	0	7.56849659935571
ENSG00000010292	19297.9783453909	14386.6719842445	13059.7440325465	3361.76482868345	3105.73343909435	3345.27549691522
ENSG00000010295	233.896154861645	327.85194751995	513.951747536339	1465.92902696932	1561.4841819198	1886.44777738941
ENSG00000010310	632.65303561696	193.242709621331	69.9971596458074	359.84789293454	256.225881212742	132.448690488725
ENSG00000010318	683.141632921897	495.494127234182	338.479415821507	198.500165129083	212.564071858104	196.780911583248
ENSG00000010319	5.1518976841772	0	0	4.24599283698573	1.14899498301678	0.946062074919463
ENSG00000010322	2904.6399143391	2511.32940153191	2270.59279508592	5321.29052295236	4821.1829487384	5135.22494266285
ENSG00000010327	0	23.1230592709285	1.917730401255	2.12299641849286	0	2.83818622475839
ENSG00000010361	251.412606987847	258.482769707165	246.428356561267	259.005563056129	224.054021688272	311.254422648503
ENSG00000010379	1.03037953683544	0	14.3829780094125	9.55348388321788	24.1288946433524	0.946062074919463
ENSG00000010404	7051.91755010175	5841.875760091	4126.95582350075	10682.9179778561	9270.09152297937	9458.72862504479
ENSG00000010438	0	4.12911772695151	0	0	0	4.73031037459732
ENSG00000010539	396.696121681644	590.463834954067	954.070874624361	525.441613576984	584.838446355541	573.313617401195
ENSG00000010610	19458.7175531373	16577.5818501649	12975.3638948913	11827.2130474237	16205.4252404687	14596.7917539324
ENSG00000010626	150.435412377974	146.170767534084	93.9687896614949	185.762186618126	106.85653342056	173.129359710262
ENSG00000010671	12.3645544420253	18.993941543977	0	13.7994767202036	0	0
ENSG00000010704	73.1569471153162	184.158650622038	84.3801376552199	143.302258248268	212.564071858104	175.96754593502
ENSG00000010803	649.139108206327	968.691018742825	864.896410966004	1012.6692916211	978.943725530296	964.983316417852
ENSG00000010810	10737.5851533621	7350.65537751909	8090.90456289483	13224.144690792	12642.3917981336	11192.8604083722
ENSG00000010818	3088.04747189581	3428.81936046054	3744.36860845038	11966.269312835	9959.48851278944	11374.5043267567
ENSG00000010932	1.03037953683544	0	0	0	0	1.89212414983893
ENSG00000011007	1428.10603805392	2054.64898093107	2484.41973482585	1227.09192988887	1340.87714518058	1040.66828241141
