	Naive_CD4_Rep1	Naive_CD4_Rep2	Naive_CD4_Rep3	Naive_CD8_Rep1	Naive_CD8_Rep2	Naive_CD8_Rep3
ENSG00000006625	493.917339708839	464.997757195686	550.022405874462	397.388953324283	493.194928880366	439.958424235394
ENSG00000006634	859.294716009844	1135.43395343745	713.542580593897	795.71736043893	942.572952922187	855.58286482945
ENSG00000006638	194.328133655937	124.809374259175	200.683850792034	315.656473562551	343.402254199759	476.946079370228
ENSG00000006652	1477.70351634202	1224.8990801188	1158.57760156327	1490.91316530883	1292.0891938436	1625.51010724139
ENSG00000006659	0	18.7766315257165	9.2909190181497	0	1.0189977869429	0
ENSG00000006695	947.349651572691	759.901322923116	699.606202066672	712.105973096469	630.759630117658	897.437316692552
ENSG00000006704	51.6184105023581	56.3298945771496	72.4691683415677	44.1543281471425	30.5699336082871	73.0019509240145
ENSG00000006712	1274.26625142096	1062.53644280819	893.786409546001	1437.36429925804	946.648944069958	1067.77520218192
ENSG00000006715	998.968062075049	1459.05472032185	826.891792615323	617.221140269631	1275.78522925252	722.232634474917
ENSG00000006740	2.02425139224934	1.10450773680685	6.50364331270479	7.51563032291788	2.03799557388581	2.92007803696058
ENSG00000006744	1744.90470011893	1630.25341952692	1436.37608020594	1863.87632008363	1947.30477084789	1987.5997838245
ENSG00000006747	44.5335306294855	47.4938326826947	29.730940858079	72.3379418580846	111.070758776777	83.7089037262033
ENSG00000006756	17.2061368341194	47.4938326826947	53.8873303052683	98.6426479882971	78.4628295946037	240.419758376421
ENSG00000006757	149.794603026451	241.887194360701	170.02381803214	200.103657347688	408.618112564105	277.407413511255
ENSG00000006788	0	0	0	0	0	0
ENSG00000006831	1655.83763885996	1602.64072610675	1622.19446056894	1834.75325258233	1873.936930188	1541.80120351519
ENSG00000006837	51.6184105023581	43.0758017354673	36.2345841707838	23.4863447591184	52.987884921031	51.5880453196369
ENSG00000007001	0	0	1.85818380362994	0.939453790364735	0	0
ENSG00000007038	29.3516451876154	26.5081856833645	41.8091355816737	70.4590342773551	150.81167246755	59.3749200848651
ENSG00000007047	471.650574394096	357.860506725421	536.086027347238	573.066812122488	632.797625691544	336.78233359612
ENSG00000007062	20.2425139224934	0	0	1.87890758072947	0	8.76023411088174
ENSG00000007080	395.741147184746	292.694550253816	535.156935445423	386.115507839906	363.782209938617	424.384674704938
ENSG00000007129	935.204143219195	974.175823863646	918.871890895005	857.721310603003	673.55753716926	876.996770433828
ENSG00000007168	6918.89125870824	5787.62054086792	4791.3269376598	6076.3871160791	5915.28215320356	5713.6193589862
ENSG00000007171	16.1940111379947	3.31352321042056	2.78727570544491	19.7285295976594	9.17098008248614	32.1208584065664
ENSG00000007174	2.02425139224934	1.10450773680685	0.92909190181497	0	0	0.973359345653527
ENSG00000007202	6364.24637723192	5579.97308634823	6514.79241552657	6749.03602998025	6036.54288984977	6583.80261400045
ENSG00000007216	0	0	0	0	0	0
ENSG00000007237	47.5699077178595	18.7766315257165	83.6182711633473	357.931894128964	48.9118937732594	365.983113965726
ENSG00000007255	853.221961833096	862.620542446153	1107.47754696344	752.502486082152	904.870034805299	940.265127901307
ENSG00000007264	345.134862378512	219.797039624564	398.580425878622	727.137233742305	614.455665526571	527.560765344212
ENSG00000007306	0	0	0	0	0	0
ENSG00000007312	461.529317432849	449.53464888039	342.834911769724	279.017775738326	322.003300673958	185.911635019824
ENSG00000007314	4.04850278449868	0	0	0	0	0
ENSG00000007341	491.893088316589	362.278537672648	406.013161093142	465.029626230544	477.909962076222	435.091627507126
ENSG00000007350	147.770351634202	323.620766884408	226.698424042853	103.339916940121	146.735681319778	109.989606058849
ENSG00000007372	0	0	0	0	0	0
ENSG00000007376	382.583513135125	355.651491251807	550.951497776277	394.570591953189	405.561119203276	475.972720024575
ENSG00000007384	3.03637708837401	0	0.92909190181497	8.45508411328261	6.11398672165743	4.86679672826763
ENSG00000007392	3245.88710747181	2988.79793579935	3729.37489388529	3390.48872942633	3912.95150186075	3616.02996910285
ENSG00000007402	79.9579299938489	115.97331236472	135.647417664986	170.041136056017	237.426484357697	234.5796023025
ENSG00000007516	42.5092792372361	96.0921731021963	12.0781947235946	114.613362424498	57.0638760688027	94.4158565283921
ENSG00000007520	522.256859200329	541.208791035359	733.982602433826	513.88122332951	633.816623478487	557.734905059471
ENSG00000007541	390.680518704122	515.805113088801	637.357044645069	449.998365584708	772.400322502722	719.312556437956
ENSG00000007545	1920.0024455485	1483.35389053161	2017.98761074212	2398.42552680117	1624.28247238699	1898.05072402438
ENSG00000007866	10.1212569612467	4.41803094722742	14.8654704290395	0	4.07599114777162	0
ENSG00000007908	0	0	0	0	0	0
ENSG00000007923	1405.84259191717	1392.78425611344	1256.13225125384	1266.38370941166	1386.85598802929	1474.63940866509
ENSG00000007933	9.10913126512202	7.73155415764798	23.2272975453743	32.8808826627657	13.2469712302578	25.3073429869917
ENSG00000007944	6224.57303116672	3740.96770456482	6234.20666117845	8122.5174714935	4871.82841937403	8262.84748525279
ENSG00000007952	0	0	0	0	2.03799557388581	1.94671869130705
ENSG00000007968	57.6911646791062	15.463108315296	6.50364331270479	148.433698877628	30.5699336082871	102.20273129362
ENSG00000008018	3550.53694200534	3863.56806335038	3859.44776013939	3217.62923199922	4046.44021195027	3482.67973874832
ENSG00000008056	13.1576340496207	1.10450773680685	20.4400218399293	8.45508411328261	16.3039645910865	28.2274210239523
ENSG00000008083	1392.68495786755	1302.21462169528	1497.69614572573	1579.22182160312	1164.71447047574	2056.7082973659
ENSG00000008086	302.625583141276	468.311280406106	325.18216563524	429.330382196684	385.181163464418	454.558814420197
ENSG00000008118	0	0	0	0	0	0
ENSG00000008128	3000.95268900964	2276.39044555893	3021.40686470228	3604.68419362949	2267.27007594796	6835.90268452472
ENSG00000008130	1711.50455214682	1320.991253221	1854.46743602268	2130.68119654722	1971.76071773452	2243.59329173138
ENSG00000008196	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0
ENSG00000008226	277.322440738159	308.157658569112	269.436651526341	322.232650095104	356.649225430017	353.32944247223
ENSG00000008256	271.249686561411	185.557299783552	297.30940858079	205.740380089877	199.723566240809	253.073429869917
ENSG00000008277	175.097745429568	207.647454519689	279.656662446306	269.623237834679	284.30038255707	239.446399030768
ENSG00000008282	2296.51320450687	3009.78358279868	2266.98424042853	1974.73186734667	2290.70702504765	2011.93376746584
ENSG00000008283	331.977228328892	203.229423572461	184.889288461179	353.23462517714	308.7563294437	274.487335474295
ENSG00000008294	1983.76636440435	1666.70217484154	2016.12942693849	1831.93489121123	1493.8507556583	1791.95455534814
ENSG00000008300	194.328133655937	259.559318149611	235.060251159187	405.844037437565	356.649225430017	983.092939110062
ENSG00000008311	288.455823395531	403.145323934502	340.976727966094	485.697609618568	465.681988632907	450.665377037583
ENSG00000008323	0	0	4.64545950907485	0	0	0.973359345653527
ENSG00000008324	809.700556899735	1034.92374938802	698.677110164857	668.891098739691	1036.32074932093	714.445759709689
ENSG00000008382	321.855971367645	283.858488359362	360.487657904208	263.98651509249	282.262386983185	298.821319115633
ENSG00000008394	35.4243993643634	157.94460636338	482.198697041969	121.189538957051	7.13298450860033	78.8421069979357
ENSG00000008405	1173.05368180849	1059.22291959777	1322.0977762827	1386.63379457835	1241.13930449646	1182.63160496903
ENSG00000008438	0	0	0	496.971055102945	12.2279734433149	905.22419145778
ENSG00000008441	207.485767705557	154.63108315296	282.443938151751	220.771640735713	170.172630419465	214.139056043776
ENSG00000008513	10142.5116008653	9835.64139626504	12209.1966817505	13095.046383894	12121.9976734728	13437.2257667469
ENSG00000008516	42.5092792372361	18.7766315257165	7.43273521451976	52.6094122604251	27.5129402474584	116.803121478423
ENSG00000008517	12260.8906828542	9213.80354044278	15793.6332389527	10954.0311956528	17831.4422737139	9252.75393978243
ENSG00000008710	2833.95194914907	2427.70800550147	3270.40349438869	2979.00796924657	2229.56715783108	3159.52443599135
ENSG00000008735	20.2425139224934	11.0450773680685	14.8654704290395	21.6074371783889	35.6649225430017	19.4671869130705
ENSG00000008838	1563.73420051261	1615.89481894843	1923.22023675699	1411.05959312783	1722.10625993351	2037.24111045283
ENSG00000008853	279.346692130409	188.870822993972	245.280262079152	599.371518252701	553.315798309997	246.259914450342
ENSG00000008869	3458.433503658	3488.03543283605	3558.42198395134	3312.51406482605	2486.35460014069	3328.88896213506
ENSG00000008952	4541.40799851139	5034.34626436564	3716.36760725988	3375.45746878049	3770.29181168875	3866.18332093581
ENSG00000008988	96175.2200228545	96078.9190093546	100038.112344123	88260.7441509765	100045.202722054	92244.2918282391
ENSG00000009307	26795.0156792045	31176.9398868471	25927.2386120486	25607.6314177619	28690.9016891644	26448.1201400976
ENSG00000009335	4754.9665203937	4043.60282444989	4049.91160001145	4560.10869843042	4843.29648133963	4377.19697740391
ENSG00000009413	2074.85767705557	2076.47454519689	2005.90941601852	3057.92208763721	2104.2304300371	2628.07023326452
ENSG00000009694	638.651314254666	606.374747506963	714.471672495712	355.11353275787	243.540471079354	404.917487791867
ENSG00000009709	0	0	0	0	0	0
ENSG00000009724	5.06062848062335	22.0901547361371	62.249157421603	6.57617653255314	2.03799557388581	6.81351541957469
ENSG00000009765	10.1212569612467	17.6721237889097	39.0218598762287	28.183613710942	49.9308915602023	41.8544518631017
ENSG00000009780	613.34817185155	600.852208822929	516.575097409123	537.367568088628	607.322681017971	506.146859739834
ENSG00000009790	20578.5396536068	21174.5178223242	21771.4105352302	18026.2393295185	20764.1179045356	16425.4389579033
ENSG00000009830	380.559261742876	132.540928416823	260.145732508192	333.506095579481	332.193278543387	235.552961648153
ENSG00000009844	1241.87822914497	1977.06884888427	1060.09385997088	908.451815282698	1428.63489729395	693.031854105311
ENSG00000009950	11.1333826573714	35.3442475778193	27.8727570544491	23.4863447591184	28.5319380344013	28.2274210239523
ENSG00000009954	5569.72770577406	4857.62502647654	4625.94857913674	5982.44173704263	4969.65220692055	5147.12421981585
ENSG00000010017	2906.82499927005	2812.07669791025	2832.80120863384	3411.15671281435	2365.09386349448	2573.56210990792
ENSG00000010030	1.01212569612467	6.62704642084113	8.36182711633473	0	7.13298450860033	1.94671869130705
ENSG00000010072	512.135602239083	393.20475430324	350.267646984244	434.027651148507	466.70098641985	677.458104574855
ENSG00000010165	666.990833746157	736.706660450172	537.015119249053	625.676224382913	746.925377829149	365.983113965726
ENSG00000010219	397.765398576995	406.458847144922	366.062209315098	353.23462517714	565.543771753312	317.31514668305
ENSG00000010244	10269.0273128809	9420.34648722566	8304.2234184222	9497.87782058747	9143.46714223868	10609.6168676234
ENSG00000010256	1570.81908038549	1767.21237889097	1532.07254609289	1282.35442384786	1422.52091057229	1550.56143762607
ENSG00000010270	887.634235501335	793.036555027321	876.133663411517	832.356058263155	850.863152097325	534.374280763786
ENSG00000010278	33.4001479721141	46.3893249458879	116.136487726871	143.736429925804	305.699336082871	154.764135958911
ENSG00000010282	0	0	5.57455141088982	0	0	0
ENSG00000010292	3012.08607166702	2803.2406360158	3086.44329782933	2463.24783833633	3102.84826124114	2560.90843841443
ENSG00000010295	1346.12717584581	1443.59161200656	1783.85645148474	1598.95035120078	1644.66242812585	1878.58353711131
ENSG00000010310	343.110610986263	246.305225307929	130.072866254096	655.738745674585	319.965305100072	309.528271917821
ENSG00000010318	201.413013528809	216.483516414143	205.329310301108	235.802901381548	209.913544110238	258.913585943838
ENSG00000010319	6.07275417674802	2.20901547361371	0.92909190181497	6.57617653255314	0	0.973359345653527
ENSG00000010322	5218.52008921879	4761.53285337435	5185.26190402935	5567.20316170142	4608.92699034276	4970.94617825256
ENSG00000010327	3.03637708837401	0	2.78727570544491	39.4570591953189	25.4749446735726	45.7478892457158
ENSG00000010361	229.7525330203	199.915900362041	284.302121955381	255.531430979208	232.331495422982	380.583504150529
ENSG00000010379	9.10913126512202	23.1946624729439	0.92909190181497	17.84962201693	1.0189977869429	8.76023411088174
ENSG00000010404	10202.2270169367	8916.69095924173	9301.13902906967	10590.4625787817	9112.8972086304	9533.08143133064
ENSG00000010438	0	0	4.64545950907485	0	0	0
ENSG00000010539	508.087099454584	569.925992192337	572.320611518022	384.236600259176	527.840853636425	357.222879854844
ENSG00000010610	9819.64350380154	13552.3099306201	12478.6333332769	9.39453790364735	41.7789092646591	15.5737495304564
ENSG00000010626	180.158373910191	103.823727259844	173.740185639399	196.34584218623	92.7287986118043	149.897339230643
ENSG00000010671	19.2303882263687	0	0	115.552816214862	15.2849668041436	151.84405792195
ENSG00000010704	144.733974545828	215.379008677337	183.031104657549	171.920043636746	117.184745498434	83.7089037262033
ENSG00000010803	874.476601451714	851.575465078085	857.551825375217	799.475175600389	741.830388894435	608.349591033454
ENSG00000010810	11664.7486478368	11231.7391755889	10166.1235896594	8516.14860965632	8798.02689246504	8064.28217873947
ENSG00000010818	11108.0795149682	9312.10472901859	10870.3752512351	10268.2299286865	10085.0210973739	8847.83645199056
ENSG00000010932	0	0	1.85818380362994	0	0	0
ENSG00000011007	1245.92673192947	1371.79860911411	1087.96661702533	1273.89933973458	957.85791972633	1632.32362266096
ENSG00000011009	1221.63571522248	1079.1040588603	1403.85786364242	1119.82891811476	1462.26182426307	1143.69723114289
ENSG00000011021	626.50580590117	791.932047290515	689.386191146708	1087.88748924236	808.065245045723	891.59716061863
ENSG00000011028	91.0913126512202	99.4056963126169	141.221969075875	316.595927352916	277.16739804847	275.460694819948
